Jobkey,Jobtitle,Company,City,State,Country,FormattedLocation,Date,Snippet,URL,Latitude,Longitude,FormattedRelativeTime
bfc3e98d1fc71f2a,Data Scientist,Chevron,Houston,TX,US,"Houston, TX","Wed, 07 Jun 2017 23:13:39 GMT","Demonstrated depth in advanced analytics technologies (e.g., data science, operations research, statistics, data mining)....",http://www.indeed.com/viewjob?jk=bfc3e98d1fc71f2a&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,29.760988,-95.36264,3 days ago
a985a46a90f2ee15,Data Scientist,IBM,Austin,TX,US,"Austin, TX","Tue, 06 Jun 2017 20:56:48 GMT","Experience in data modeling and data visualization. Using these insights, the data scientist will be able to advise on the following:....",http://www.indeed.com/viewjob?jk=a985a46a90f2ee15&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,30.266483,-97.74176,4 days ago
1f0f7cf95099f836,"Data Scientist, Customer Solutions",Maana,Houston,TX,US,"Houston, TX","Wed, 31 May 2017 17:50:04 GMT","Throughout the solution development process, the Data Scientist will collaboratively manage all aspects of solution design and execution including working...",http://www.indeed.com/viewjob?jk=1f0f7cf95099f836&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,29.760988,-95.36264,10 days ago
7724e9d0d70714a6,Data Scientist,Chevron Stations Inc.,Houston,TX,US,"Houston, TX","Wed, 07 Jun 2017 23:12:30 GMT","Demonstrated depth in advanced analytics technologies (e.g., data science, operations research, statistics, data mining)....",http://www.indeed.com/viewjob?jk=7724e9d0d70714a6&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,29.760988,-95.36264,3 days ago
036e5edd21045854,Associate Data Scientist - Machine Learning,Walmart,Austin,TX,US,"Austin, TX","Thu, 25 May 2017 15:18:26 GMT","Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 7 years experience in an...",http://www.indeed.com/viewjob?jk=036e5edd21045854&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,30.321428,-97.86264,16 days ago
740f0faee1f1e6f2,Data Scientist,Arundo Analytics,Houston,TX,US,"Houston, TX","Tue, 30 May 2017 16:37:25 GMT","We are looking for Data Scientists and Senior Data Scientists with expertise in machine learning, artificial intelligence, statistical data analytics, and...",http://www.indeed.com/viewjob?jk=740f0faee1f1e6f2&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,29.760988,-95.36264,11 days ago
92e16a13ca7f1cec,Data Scientist I,Fluor Corporation,Sugar Land,TX,US,"Sugar Land, TX","Fri, 09 Jun 2017 05:44:59 GMT","This position has a deep understanding of processes and systems to extract knowledge or insights from data in various forms, either structured or unstructured....",http://www.indeed.com/viewjob?jk=92e16a13ca7f1cec&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,29.606167,-95.62662,2 days ago
a69f6fc185e8b450,Data Scientist,Atlas Wearables,Austin,TX,US,"Austin, TX","Fri, 09 Jun 2017 06:28:00 GMT","You will help push the limits of machine learning as a key member of the data science team, whose responsibilities range from implementing highly optimized...",http://www.indeed.com/viewjob?jk=a69f6fc185e8b450&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,30.266483,-97.74176,2 days ago
ec4f282eca0c78d0,Data Scientist,"National Neuromonitoring Services, LLC",San Antonio,TX,US,"San Antonio, TX","Mon, 05 Jun 2017 16:52:35 GMT","Proven experience in data analytics, predictive modeling, machine learning and information management. Data Scientist works under the Manager Data Analytics to...",http://www.indeed.com/viewjob?jk=ec4f282eca0c78d0&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,29.423077,-98.48901,5 days ago
bc18de0d015e83ae,Sr. Scientist,Halliburton,Houston,TX,US,"Houston, TX","Thu, 01 Jun 2017 12:58:42 GMT",Familiarity with basic Data Science Methods. Deep knowledge of theory and methods of Multiphase Fluid Dynamics and Heat Transfer....,http://www.indeed.com/viewjob?jk=bc18de0d015e83ae&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,29.93956,-95.34066,9 days ago
1d7ff339d0fcc2a3,Machine Learning Scientist,Charles Schwab,Austin,TX,US,"Austin, TX","Wed, 17 May 2017 10:23:20 GMT","Work independently or collaboratively throughout the complete analytics project lifecycle including data extraction/preparation, design and implementation of...",http://www.indeed.com/viewjob?jk=1d7ff339d0fcc2a3&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,30.175825,-97.72527,25 days ago
49e2b1509fcc5d5e,Data Scientist,"Signature Science, LLC",Austin,TX,US,"Austin, TX","Fri, 02 Jun 2017 21:01:25 GMT","The Data Scientist will assist scientific and technical staff in the interpretation, integration, transformation, reporting of large data sets (&quot;Big Data&quot;) from...",http://www.indeed.com/viewjob?jk=49e2b1509fcc5d5e&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,30.371363,-97.74001,8 days ago
b25ca11b62eb4563,Data Scientist,National Neuromonitoring,San Antonio,TX,US,"San Antonio, TX","Wed, 07 Jun 2017 01:48:43 GMT","Data analytics and data mining. Ability to tackle ambiguous and complicated problems by breaking them down into digestible chunks, applying a project management...",http://www.indeed.com/viewjob?jk=b25ca11b62eb4563&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,29.423077,-98.48901,4 days ago
5e19f6379b6cb970,Big Data Developer,HomeAway,Austin,TX,US,"Austin, TX","Tue, 25 Apr 2017 21:21:06 GMT","As part of the Digital Platform Engineering Team, you will have a unique opportunity to develop software solutions that capture data in real-time from a variety...",http://www.indeed.com/viewjob?jk=5e19f6379b6cb970&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,30.266483,-97.74176,30+ days ago
ccffb613fb0933bd,Senior Data Scientist/Machine Learning Scientist,Charles Schwab,Austin,TX,US,"Austin, TX","Wed, 07 Jun 2017 10:31:48 GMT","Work independently or collaboratively throughout the complete analytics project lifecycle including data extraction/preparation, design and implementation of...",http://www.indeed.com/viewjob?jk=ccffb613fb0933bd&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el-2VELOtbGM7JxHFGV_J7YugC779cCfivto-mwYM8_DdUi67LjzPBbZ0m-PzcVSWYjqAhSzImzghGm1GoZ7nsAp&indpubnum=3864921654995829&atk=1bibek2if1e6m77u,30.175825,-97.72527,4 days ago
